order_id,quantity,month_name,day_name,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
2,2,01,Monday,16,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,06,Friday,19,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,02,Friday,12,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,03,Thursday,20,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,01,Friday,19,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
2,2,04,Friday,14,33.0,33.0,L,Classic,The Hawaiian Pizza
1,1,03,Saturday,20,12.0,12.0,S,Classic,The Greek Pizza
1,1,06,Thursday,14,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,03,Thursday,18,12.0,12.0,S,Classic,The Greek Pizza
1,1,04,Monday,12,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,05,Monday,19,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
2,2,06,Sunday,19,24.0,24.0,S,Classic,The Big Meat Pizza
1,1,06,Sunday,20,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,09,Sunday,21,16.25,16.25,M,Supreme,The Calabrese Pizza
2,2,09,Wednesday,15,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,09,Saturday,12,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,08,Saturday,14,12.5,12.5,S,Supreme,The Italian Supreme Pizza
2,2,08,Sunday,17,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
3,3,07,Saturday,13,53.849999999999994,53.849999999999994,L,Veggie,The Four Cheese Pizza
3,3,12,Thursday,12,48.0,48.0,M,Classic,The Classic Deluxe Pizza
2,2,09,Tuesday,17,37.0,37.0,L,Veggie,The Five Cheese Pizza
3,3,12,Thursday,20,50.25,50.25,M,Veggie,The Italian Vegetables Pizza
5,6,10,Saturday,13,92.5,111.0,L,Veggie,The Five Cheese Pizza
1,1,07,Tuesday,15,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,10,Thursday,20,12.0,12.0,S,Classic,The Greek Pizza
1,1,10,Sunday,14,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,10,Friday,18,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
2,2,11,Friday,19,41.5,41.5,L,Chicken,The California Chicken Pizza
3,3,12,Friday,17,48.0,48.0,M,Classic,The Classic Deluxe Pizza
1,1,08,Wednesday,18,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,09,Tuesday,15,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,10,Tuesday,17,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
3,3,09,Saturday,13,36.0,36.0,S,Veggie,The Mediterranean Pizza
2,2,11,Monday,16,33.5,33.5,M,Chicken,The California Chicken Pizza
3,3,07,Wednesday,12,62.25,62.25,L,Chicken,The Thai Chicken Pizza
2,2,09,Friday,12,33.0,33.0,M,Supreme,The Spicy Italian Pizza
1,1,12,Thursday,17,16.0,16.0,M,Classic,The Greek Pizza
1,1,07,Monday,12,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,06,Monday,16,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,08,Sunday,17,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,10,Wednesday,20,41.5,41.5,L,Supreme,The Spicy Italian Pizza
1,1,10,Sunday,20,18.5,18.5,L,Veggie,The Five Cheese Pizza
4,4,11,Friday,12,83.0,83.0,L,Supreme,The Spicy Italian Pizza
2,2,12,Saturday,21,32.0,32.0,M,Veggie,The Spinach and Feta Pizza
1,1,07,Monday,19,20.25,20.25,L,Veggie,The Green Garden Pizza
1,1,08,Friday,20,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
2,2,09,Friday,18,24.0,24.0,S,Veggie,The Green Garden Pizza
1,1,09,Tuesday,16,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,07,Wednesday,19,12.0,12.0,S,Classic,The Greek Pizza
3,3,12,Monday,12,36.0,36.0,S,Classic,The Big Meat Pizza
1,1,10,Sunday,19,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,12,Sunday,17,40.5,40.5,L,Veggie,The Spinach and Feta Pizza
1,1,09,Wednesday,21,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,09,Friday,12,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,2,10,Saturday,12,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
2,2,10,Thursday,16,51.0,51.0,XL,Classic,The Greek Pizza
2,2,10,Tuesday,11,33.5,33.5,M,Chicken,The Thai Chicken Pizza
1,1,12,Saturday,18,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,11,Tuesday,14,20.25,20.25,L,Veggie,The Mexicana Pizza
2,2,07,Wednesday,14,41.5,41.5,L,Supreme,The Prosciutto and Arugula Pizza
1,1,07,Monday,13,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,11,Monday,20,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,04,Friday,13,20.5,20.5,L,Classic,The Greek Pizza
1,1,12,Tuesday,11,13.25,13.25,M,Classic,The Hawaiian Pizza
2,2,01,Sunday,21,29.5,29.5,M,Veggie,The Four Cheese Pizza
3,3,03,Saturday,17,76.5,76.5,XL,Classic,The Greek Pizza
5,6,03,Thursday,13,92.5,111.0,L,Veggie,The Five Cheese Pizza
1,1,04,Wednesday,19,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
3,3,01,Thursday,12,50.25,50.25,M,Chicken,The Barbecue Chicken Pizza
3,3,05,Friday,11,38.25,38.25,S,Chicken,The Barbecue Chicken Pizza
1,1,04,Wednesday,16,20.75,20.75,L,Supreme,The Italian Supreme Pizza
4,4,06,Friday,15,67.0,67.0,M,Chicken,The California Chicken Pizza
6,6,03,Sunday,15,72.0,72.0,S,Classic,The Big Meat Pizza
2,2,03,Monday,20,25.0,25.0,M,Classic,The Pepperoni Pizza
3,3,01,Friday,21,37.5,37.5,S,Supreme,The Spinach Supreme Pizza
1,1,04,Sunday,13,12.0,12.0,S,Classic,The Napolitana Pizza
1,1,04,Thursday,18,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,03,Tuesday,12,20.75,20.75,L,Supreme,The Soppressata Pizza
4,5,04,Monday,12,81.0,101.25,L,Veggie,The Mexicana Pizza
1,1,03,Saturday,16,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,03,Tuesday,18,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,04,Thursday,19,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,2,04,Monday,12,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,02,Wednesday,15,20.75,20.75,L,Chicken,The Thai Chicken Pizza
2,2,03,Friday,18,33.0,33.0,M,Supreme,The Italian Supreme Pizza
1,1,04,Friday,23,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,06,Tuesday,21,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,06,Thursday,17,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
1,1,03,Tuesday,16,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
2,2,02,Sunday,16,41.0,41.0,L,Classic,The Napolitana Pizza
2,2,05,Monday,13,41.5,41.5,L,Chicken,The Thai Chicken Pizza
2,2,03,Friday,18,30.5,30.5,L,Classic,The Pepperoni Pizza
1,1,02,Thursday,15,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,02,Friday,14,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,06,Wednesday,14,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,06,Thursday,21,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,04,Thursday,15,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,05,Wednesday,20,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,06,Tuesday,20,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,05,Monday,16,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,01,Friday,11,15.25,15.25,L,Classic,The Pepperoni Pizza
2,2,02,Wednesday,12,25.0,25.0,S,Supreme,The Prosciutto and Arugula Pizza
1,1,04,Friday,19,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
3,3,03,Saturday,19,62.25,62.25,L,Chicken,The Southwest Chicken Pizza
1,1,05,Thursday,15,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,06,Sunday,16,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,01,Thursday,11,23.65,23.65,S,Supreme,The Brie Carre Pizza
2,2,06,Wednesday,15,32.0,32.0,M,Classic,The Napolitana Pizza
1,1,05,Saturday,16,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,03,Wednesday,17,24.0,24.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,05,Monday,15,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
3,3,06,Thursday,13,49.5,49.5,M,Supreme,The Spicy Italian Pizza
1,1,06,Monday,20,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,09,Wednesday,12,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,12,Tuesday,20,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,08,Tuesday,14,14.75,14.75,M,Veggie,The Four Cheese Pizza
2,2,11,Saturday,20,24.0,24.0,S,Classic,The Big Meat Pizza
1,1,11,Thursday,20,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,07,Sunday,22,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,11,Friday,11,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
2,2,08,Tuesday,11,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,10,Tuesday,14,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,08,Sunday,22,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,09,Monday,11,12.75,12.75,S,Chicken,The California Chicken Pizza
3,3,12,Saturday,21,37.5,37.5,M,Classic,The Pepperoni Pizza
1,1,08,Wednesday,21,20.75,20.75,L,Supreme,The Spicy Italian Pizza
2,2,09,Tuesday,16,51.0,51.0,XL,Classic,The Greek Pizza
2,2,09,Saturday,19,25.0,25.0,M,Classic,The Pepperoni Pizza
2,2,10,Thursday,11,40.5,40.5,L,Veggie,The Mexicana Pizza
1,1,08,Sunday,21,12.0,12.0,S,Veggie,The Mexicana Pizza
1,1,10,Thursday,19,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,06,Tuesday,11,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,09,Saturday,13,41.0,41.0,L,Classic,The Italian Capocollo Pizza
1,1,12,Saturday,20,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,12,Saturday,15,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
2,2,11,Thursday,18,41.0,41.0,L,Classic,The Italian Capocollo Pizza
5,6,07,Thursday,12,103.75,124.5,L,Chicken,The California Chicken Pizza
1,1,10,Saturday,19,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,07,Friday,22,16.0,16.0,M,Classic,The Greek Pizza
2,2,11,Sunday,21,41.5,41.5,L,Supreme,The Spicy Italian Pizza
1,1,11,Wednesday,11,12.25,12.25,S,Supreme,The Calabrese Pizza
1,1,09,Thursday,17,20.75,20.75,L,Supreme,The Soppressata Pizza
2,2,08,Friday,19,33.0,33.0,M,Supreme,The Spinach Supreme Pizza
2,2,12,Tuesday,13,25.5,25.5,S,Chicken,The Southwest Chicken Pizza
1,1,10,Sunday,19,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,12,Friday,19,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,11,Sunday,13,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,11,Thursday,19,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,11,Tuesday,15,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,02,Friday,18,9.75,9.75,S,Classic,The Pepperoni Pizza
2,2,04,Thursday,16,19.5,19.5,S,Classic,The Pepperoni Pizza
1,1,05,Friday,20,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,02,Friday,21,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1,1,02,Monday,11,12.0,12.0,S,Classic,The Greek Pizza
1,1,06,Sunday,13,12.5,12.5,S,Supreme,The Pepper Salami Pizza
2,2,05,Tuesday,19,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,05,Wednesday,17,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,02,Wednesday,12,16.25,16.25,M,Supreme,The Calabrese Pizza
4,4,06,Tuesday,16,83.0,83.0,L,Chicken,The California Chicken Pizza
3,3,03,Tuesday,22,36.75,36.75,S,Supreme,The Sicilian Pizza
2,2,06,Tuesday,18,25.5,25.5,S,Chicken,The Southwest Chicken Pizza
2,2,03,Wednesday,12,32.0,32.0,M,Classic,The Greek Pizza
1,1,02,Saturday,18,10.5,10.5,S,Classic,The Hawaiian Pizza
2,2,02,Friday,21,41.0,41.0,L,Classic,The Greek Pizza
3,3,03,Friday,12,36.0,36.0,S,Veggie,The Spinach and Feta Pizza
1,1,03,Sunday,13,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
2,2,04,Wednesday,12,32.5,32.5,M,Supreme,The Calabrese Pizza
2,2,01,Wednesday,17,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
1,1,02,Wednesday,13,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
2,2,02,Saturday,13,41.0,41.0,L,Classic,The Greek Pizza
2,2,02,Saturday,21,24.0,24.0,S,Veggie,The Green Garden Pizza
2,2,01,Friday,20,25.5,25.5,S,Chicken,The Barbecue Chicken Pizza
1,1,02,Saturday,19,12.0,12.0,S,Classic,The Big Meat Pizza
2,2,04,Wednesday,11,51.0,51.0,XL,Classic,The Greek Pizza
1,1,05,Friday,12,12.0,12.0,S,Classic,The Greek Pizza
2,2,03,Monday,12,25.5,25.5,S,Chicken,The Southwest Chicken Pizza
2,2,03,Monday,13,47.3,47.3,S,Supreme,The Brie Carre Pizza
1,1,04,Thursday,18,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,01,Monday,21,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,03,Wednesday,14,20.75,20.75,L,Supreme,The Italian Supreme Pizza
2,2,04,Friday,21,33.5,33.5,M,Chicken,The California Chicken Pizza
2,2,02,Monday,19,25.0,25.0,M,Classic,The Pepperoni Pizza
1,1,04,Sunday,21,20.25,20.25,L,Veggie,The Mexicana Pizza
3,4,04,Monday,13,62.25,83.0,L,Chicken,The Thai Chicken Pizza
3,3,04,Tuesday,12,48.0,48.0,M,Veggie,The Mexicana Pizza
1,1,04,Saturday,18,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,2,06,Monday,12,33.5,33.5,M,Chicken,The Thai Chicken Pizza
1,1,06,Thursday,15,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,05,Friday,16,12.0,12.0,S,Classic,The Napolitana Pizza
1,1,04,Saturday,15,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,01,Monday,17,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,06,Saturday,12,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
2,2,06,Saturday,20,41.0,41.0,L,Classic,The Napolitana Pizza
3,3,04,Thursday,18,62.25,62.25,L,Chicken,The Southwest Chicken Pizza
1,1,03,Sunday,13,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,05,Wednesday,14,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,06,Wednesday,18,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,06,Friday,17,30.5,30.5,L,Classic,The Pepperoni Pizza
1,2,07,Friday,12,20.75,41.5,L,Supreme,The Pepper Salami Pizza
3,3,10,Thursday,12,45.75,45.75,L,Classic,The Pepperoni Pizza
3,3,11,Sunday,16,53.849999999999994,53.849999999999994,L,Veggie,The Four Cheese Pizza
3,3,10,Tuesday,12,36.0,36.0,S,Classic,The Napolitana Pizza
3,3,08,Tuesday,19,62.25,62.25,L,Chicken,The Barbecue Chicken Pizza
2,2,09,Saturday,13,24.0,24.0,S,Veggie,The Spinach and Feta Pizza
1,1,08,Saturday,17,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,07,Wednesday,20,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,07,Wednesday,22,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
2,2,09,Sunday,12,32.0,32.0,M,Classic,The Napolitana Pizza
2,2,12,Tuesday,19,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,1,12,Wednesday,14,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,09,Monday,14,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
2,2,08,Saturday,20,32.0,32.0,M,Classic,The Napolitana Pizza
2,2,09,Saturday,19,40.5,40.5,L,Supreme,The Calabrese Pizza
1,1,11,Friday,13,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,10,Tuesday,16,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
4,4,10,Thursday,18,83.0,83.0,L,Chicken,The Southwest Chicken Pizza
2,2,12,Tuesday,11,29.5,29.5,M,Veggie,The Four Cheese Pizza
3,3,11,Saturday,16,62.25,62.25,L,Chicken,The Southwest Chicken Pizza
1,1,07,Thursday,18,16.0,16.0,M,Classic,The Classic Deluxe Pizza
2,2,09,Saturday,11,25.0,25.0,S,Supreme,The Spicy Italian Pizza
2,2,09,Thursday,16,19.5,19.5,S,Classic,The Pepperoni Pizza
1,1,10,Friday,20,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,09,Thursday,17,9.75,9.75,S,Classic,The Pepperoni Pizza
2,2,10,Saturday,17,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
2,2,11,Monday,18,33.5,33.5,M,Chicken,The Chicken Pesto Pizza
6,7,08,Sunday,12,72.0,84.0,S,Classic,The Big Meat Pizza
1,1,07,Tuesday,12,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
5,5,08,Sunday,17,62.5,62.5,M,Classic,The Pepperoni Pizza
1,1,06,Tuesday,13,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
2,2,07,Tuesday,19,32.0,32.0,M,Classic,The Italian Capocollo Pizza
2,2,08,Tuesday,18,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,07,Saturday,21,12.5,12.5,M,Classic,The Pepperoni Pizza
3,3,12,Thursday,11,55.5,55.5,L,Veggie,The Five Cheese Pizza
2,2,11,Sunday,12,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
2,2,07,Sunday,19,37.0,37.0,L,Veggie,The Five Cheese Pizza
1,1,09,Friday,13,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,07,Wednesday,16,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,10,Thursday,16,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,10,Friday,16,20.75,20.75,L,Supreme,The Pepper Salami Pizza
1,1,08,Thursday,18,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,11,Monday,14,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,07,Sunday,18,20.25,20.25,L,Veggie,The Green Garden Pizza
2,2,11,Monday,12,47.3,47.3,S,Supreme,The Brie Carre Pizza
1,1,07,Thursday,14,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,12,Wednesday,14,20.5,20.5,L,Classic,The Italian Capocollo Pizza
2,2,08,Sunday,15,33.0,33.0,M,Supreme,The Pepper Salami Pizza
2,2,07,Friday,12,41.0,41.0,L,Classic,The Italian Capocollo Pizza
1,1,10,Saturday,17,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
4,4,07,Thursday,13,66.0,66.0,L,Classic,The Hawaiian Pizza
3,3,11,Monday,12,48.0,48.0,M,Veggie,The Mexicana Pizza
1,1,12,Monday,20,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,09,Wednesday,14,12.5,12.5,S,Supreme,The Spicy Italian Pizza
2,2,11,Wednesday,12,40.5,40.5,L,Veggie,The Vegetables + Vegetables Pizza
2,2,02,Wednesday,13,33.0,33.0,M,Supreme,The Prosciutto and Arugula Pizza
1,1,03,Thursday,12,20.75,20.75,L,Chicken,The California Chicken Pizza
1,1,02,Saturday,20,12.0,12.0,S,Classic,The Big Meat Pizza
2,2,03,Friday,18,24.5,24.5,S,Supreme,The Sicilian Pizza
1,1,01,Sunday,12,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,01,Friday,11,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,03,Monday,19,20.25,20.25,L,Veggie,The Mediterranean Pizza
3,3,05,Friday,12,45.75,45.75,L,Classic,The Pepperoni Pizza
3,3,05,Thursday,18,62.25,62.25,L,Chicken,The Southwest Chicken Pizza
2,2,02,Sunday,15,24.0,24.0,S,Classic,The Big Meat Pizza
3,3,02,Saturday,15,50.25,50.25,M,Veggie,The Italian Vegetables Pizza
1,1,04,Tuesday,16,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,01,Saturday,14,16.5,16.5,M,Supreme,The Pepper Salami Pizza
4,4,05,Sunday,16,48.0,48.0,S,Classic,The Big Meat Pizza
2,2,02,Wednesday,12,33.5,33.5,M,Chicken,The California Chicken Pizza
2,2,03,Monday,12,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,05,Sunday,15,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
2,2,05,Sunday,12,33.0,33.0,L,Classic,The Hawaiian Pizza
2,2,06,Wednesday,12,30.5,30.5,L,Classic,The Pepperoni Pizza
3,3,01,Tuesday,13,55.5,55.5,L,Veggie,The Five Cheese Pizza
3,3,03,Tuesday,20,33.0,33.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,03,Tuesday,12,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,03,Sunday,21,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,01,Monday,13,16.5,16.5,M,Supreme,The Pepper Salami Pizza
3,3,03,Tuesday,14,31.5,31.5,S,Classic,The Hawaiian Pizza
2,2,06,Monday,14,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,04,Wednesday,16,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,03,Sunday,12,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,02,Sunday,16,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,05,Thursday,17,16.25,16.25,M,Supreme,The Sicilian Pizza
2,2,06,Saturday,18,37.0,37.0,L,Veggie,The Five Cheese Pizza
1,1,03,Thursday,13,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,06,Saturday,12,15.25,15.25,L,Classic,The Pepperoni Pizza
2,2,03,Monday,15,41.5,41.5,L,Supreme,The Spinach Supreme Pizza
2,2,03,Saturday,12,24.0,24.0,S,Classic,The Napolitana Pizza
1,1,02,Saturday,17,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,03,Tuesday,13,12.5,12.5,S,Supreme,The Spicy Italian Pizza
2,2,06,Sunday,17,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,02,Tuesday,11,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,04,Tuesday,14,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
1,1,01,Tuesday,17,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,05,Tuesday,17,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,05,Friday,19,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,05,Friday,19,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
3,3,03,Saturday,18,39.75,39.75,M,Classic,The Hawaiian Pizza
1,1,05,Saturday,17,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,04,Wednesday,14,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
1,1,05,Thursday,18,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,01,Thursday,18,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,05,Tuesday,16,20.5,20.5,L,Classic,The Napolitana Pizza
2,2,12,Monday,11,33.0,33.0,M,Supreme,The Pepper Salami Pizza
2,2,12,Sunday,13,32.0,32.0,M,Classic,The Napolitana Pizza
1,1,06,Sunday,22,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,09,Saturday,20,12.0,12.0,S,Classic,The Napolitana Pizza
1,1,12,Sunday,22,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,06,Sunday,19,16.0,16.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,10,Thursday,16,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,10,Thursday,12,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
3,3,09,Thursday,13,62.25,62.25,L,Chicken,The Barbecue Chicken Pizza
1,1,11,Thursday,17,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,09,Sunday,18,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,11,Thursday,16,12.0,12.0,S,Classic,The Big Meat Pizza
4,4,11,Friday,18,83.0,83.0,L,Chicken,The Thai Chicken Pizza
2,2,11,Tuesday,16,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,10,Friday,15,16.0,16.0,M,Veggie,The Green Garden Pizza
2,2,07,Wednesday,19,29.5,29.5,M,Veggie,The Four Cheese Pizza
1,1,12,Monday,20,12.75,12.75,S,Chicken,The Thai Chicken Pizza
2,2,09,Tuesday,21,41.5,41.5,L,Supreme,The Italian Supreme Pizza
2,2,12,Friday,22,25.5,25.5,S,Chicken,The California Chicken Pizza
1,1,07,Tuesday,16,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,11,Tuesday,19,12.0,12.0,S,Classic,The Greek Pizza
1,1,08,Tuesday,12,12.0,12.0,S,Veggie,The Mexicana Pizza
1,1,12,Tuesday,16,20.5,20.5,L,Classic,The Greek Pizza
1,1,10,Friday,11,12.5,12.5,S,Supreme,The Soppressata Pizza
2,2,10,Thursday,14,40.5,40.5,L,Supreme,The Sicilian Pizza
1,1,11,Sunday,12,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,07,Sunday,20,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,08,Saturday,14,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
2,2,09,Friday,18,32.0,32.0,M,Classic,The Classic Deluxe Pizza
3,3,09,Sunday,16,38.25,38.25,S,Chicken,The California Chicken Pizza
1,1,10,Sunday,20,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,11,Monday,18,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,08,Saturday,16,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,10,Saturday,19,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,12,Sunday,18,10.5,10.5,S,Classic,The Hawaiian Pizza
2,2,08,Wednesday,12,25.5,25.5,S,Chicken,The Southwest Chicken Pizza
1,1,08,Sunday,18,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,08,Thursday,14,16.75,16.75,M,Chicken,The California Chicken Pizza
2,2,11,Wednesday,18,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,10,Thursday,21,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
